test_load,seed,model,condition,quality_target_vibration,quality_target_electrical,switch_target,semantic_vibration_mean,semantic_electrical_mean,calibrated_vibration_mean,calibrated_electrical_mean,switch_mean,reliability_vibration_mean,reliability_electrical_mean
0,301,dprf_no_rel_loss,vibration_drift_025rms,0.75,1.0,0.25,0.838928759098053,0.16107119619846344,0.8391256332397461,0.16087433695793152,0.10690563172101974,0.9997314810752869,0.9807451963424683
0,301,dprf_no_rel_loss,vibration_drift_050rms,0.5,1.0,0.5,0.8381244540214539,0.16187557578086853,0.838325560092926,0.16167449951171875,0.10958672314882278,0.9996645450592041,0.9856388568878174
0,301,dprf_no_rel_loss,vibration_drift_100rms,0.0,1.0,1.0,0.830328106880188,0.16967187821865082,0.8304962515830994,0.16950368881225586,0.11913790553808212,0.9991512298583984,0.9945037364959717
0,301,dprf_no_rel_loss,electrical_drift_025rms,1.0,0.75,0.25,0.858512282371521,0.1414877325296402,0.8586986064910889,0.14130142331123352,0.12584304809570312,0.9997524619102478,0.9760177135467529
0,301,dprf_no_rel_loss,electrical_drift_050rms,1.0,0.5,0.5,0.8713951706886292,0.12860482931137085,0.8715413212776184,0.12845860421657562,0.3941574990749359,0.9997999668121338,0.9894722104072571
0,301,dprf_no_rel_loss,electrical_drift_100rms,1.0,0.0,1.0,0.8563046455383301,0.14369530975818634,0.8562383651733398,0.14376161992549896,0.9916169047355652,0.9985131025314331,0.9998950958251953
0,301,dprf_no_switch_loss,clean_reextract,1.0,1.0,0.0,0.734372079372406,0.2656279504299164,0.7134689092636108,0.28653112053871155,1.0,0.8978554606437683,0.999199628829956
0,301,dprf_no_switch_loss,vibration_missing,0.0,1.0,1.0,0.5599185228347778,0.44008147716522217,0.0002921897394116968,0.9997077584266663,0.9999778866767883,0.0001986233692150563,0.9999604821205139
0,301,dprf_no_switch_loss,electrical_missing,1.0,0.0,1.0,0.7036406993865967,0.29635921120643616,0.9992655515670776,0.0007343572215177119,0.999991238117218,0.9996124505996704,0.0017069948371499777
0,301,dprf_no_switch_loss,vibration_gain_075,0.75,1.0,0.25,0.7160837054252625,0.28391629457473755,0.6741403937339783,0.32585957646369934,1.0,0.822725772857666,0.9991678595542908
0,301,dprf_no_switch_loss,vibration_gain_050,0.5,1.0,0.5,0.7194821834564209,0.2805178761482239,0.6329817175865173,0.36701831221580505,1.0,0.6825557947158813,0.9994285106658936
